input_text,target_text
断开 | 电气线束 | 右侧帘气囊连接器 | 右后 | 座椅安全带锁扣连接器 | 音频调谐器连接器 | 连接,断开电气线束与右侧帘气囊连接器、右后座椅安全带锁扣连接器以及音频调谐器连接器的连接。
松开 | 下部 | 间隙隔套 | 仪表板分总成 | 夹子 | 向下滑动 | 拆下 | 间隙隔套,松开将下部间隙隔套固定到仪表板分总成的夹子，然后将其向下滑动，从车上拆下间隙隔套。
安装 | 套管工具 | 套上 | 套管,安装套管工具，以套上新的套管。注装配特殊工具时，使用如图所示的l、h和d罩帽。
车辆前部 | 放置 | 液体提取器 | 拆下 | 冷却液储液罐盖 | 储液罐 | 排出 | 冷却液,在车辆前部放置液体提取器，拆下冷却液储液罐盖，然后从储液罐中排出尽可能多的冷却液。
检查 | 高压绝缘手套,检查高压绝缘手套注使用前检查手套是否损坏；请参阅服务文档tn1592003r1，了解有关检查高压手套的信息。
断开 | 方向盘控制器 | 下部 | 连接 | 方向盘 | 拆下 | 方向盘喇叭总成,断开方向盘控制器的下部连接，然后从方向盘上拆下方向盘喇叭总成。
拆下 | 前饰板总成 | 请参阅饰板前部,拆下前饰板总成。请参阅饰板前部。
安装 | 中控台左和右板毡毯 | 请参阅侧板中控台左,安装中控台左和右板毡毯。请参阅侧板中控台左。
安装 | 夹子 | 前备箱盖左和右气压支撑杆 | 前备箱盖总成,安装夹子，将前备箱盖左和右气压支撑杆固定到前备箱盖总成。
拧紧 | 线束 | 铰链托盘 | 铰链 | 夹子,拧紧将线束固定到铰链托盘和铰链的夹子。
松开 | 电气线束 | 车身 | 夹子 | 后副框架部分的电气线束 | 穿过 | 左侧 | 行李箱隔板,松开将电气线束固定到车身的夹子，然后将后副框架部分的电气线束穿过左侧行李箱隔板。注左车身线束穿过左后轮拱内衬区域后部附近的行李箱。
拆下 | 暖通空调气室内管 | 风管暖通空调集气室内,拆下暖通空调气室内管。风管暖通空调集气室内
拆下 | 铰链 | 行李箱盖 | 螺栓,拆下将铰链固定到行李箱盖的螺栓。图2.图示为右侧件，左侧类似
驾驶位车窗开关线束 | 拧紧 | 夹,将驾驶位车窗开关线束拧紧入夹。
制冷剂 | 拆下 | 吸入/液体管接头 | 热膨胀阀 | 螺母 | 热膨胀阀 | 拆下 | 接头,完全回收制冷剂之后，拆下将吸入/液体管接头固定到热膨胀阀的螺母，然后从热膨胀阀上拆下接头。
连接 | 腰部阀组 | 电子控制单元,连接腰部阀组和电子控制单元注1个连接器
安装 | 烟火执行机构 | 车身 | 螺母 | 执行机构 | 安装 | 6nm,安装将烟火执行机构固定到车身的螺母，然后将执行机构安装到车上。6nm提示：推荐使用以下工具：torxt30套筒?英寸标准棘轮
抬高 | 右座椅靠背总成 | 右侧 | 向前移动 | 向右 | 内枢轴 | 拉出 | 左 | 座椅靠背总成,抬高右座椅靠背总成的右侧，向前移动，然后向右，将内枢轴拉出左座椅靠背总成。
如果充电接口至高压电池线束有三相连接器 | 请继续执行下一步 | 否则请跳至第135步,如果充电接口至高压电池线束有三相连接器，请继续执行下一步，否则请跳至第135步。
拆下 | 右边梁饰板 | 请参阅饰板纵梁左,拆下右边梁饰板。请参阅饰板纵梁左。
地面照明灯 | 连接 | 左后 | 车门线束,将地面照明灯临时连接到左后车门线束。警告布放电缆，避免其在关闭车门时受损。
左后上部 | 前连杆 | 安装 | 幅框架 | 拧紧 | 螺母 | 螺栓,将左后上部前连杆安装到幅框架，然后用手拧紧螺母和螺栓。注在后续步骤中拧紧。
中控台饰板 | 放到 | 中控台总成 | 连接 | 电气连接器 | 紧固 | 饰板 | 中控台 | 夹子,将中控台饰板放到中控台总成上，连接电气连接器，然后紧固将饰板固定到中控台的夹子。
拖车跳线线束 | 穿过 | 支架 | 连接 | 拖车挂钩电子控制单元,将拖车跳线线束穿过支架，然后连接到拖车挂钩电子控制单元。
使用 | hioki电阻计 | 测量 | 负极直流链路母排 | 负极快充触点开关母排 | 高压连接处 | 电阻,使用hioki电阻计测量负极直流链路母排与负极快充触点开关母排之间高压连接处的电阻。注最大可接受电阻值为0.060毫欧。如果电阻超过上述值，请根据具体情况升级toolbox会话。图4.一般测量实际的母排和紧固件可能有所不同
松开 | 手套箱usb线束夹 | 拆下 | 线束,松开手套箱usb线束夹，然后从车上拆下线束。
使用 | 刷子 | tesla批准的制动器清洁剂 | 清洁 | 相接平面 | 活塞 | 表面 | 左前 | 制动钳 | 内表面 | 定位销 | 减振弹簧 | 制动片 | 边缘 | 接触 | 制动钳 | 表面,使用刷子和tesla批准的制动器清洁剂清洁相接平面、活塞表面、左前制动钳内表面、定位销、减振弹簧、制动片边缘以及接触制动钳表面。警告切勿污染摩擦材料。图4.相接平面图5.定位销和减振弹簧
连接 | 充电接口 | 逻辑连接器 | 安装 | 白色锁片,连接充电接口上的逻辑连接器，然后安装白色锁片。图6.图示为model3，modely与之类似
松开 | 前饰板格栅 | 前饰板 | 夹子 | 饰板 | 拆下 | 格栅,松开将前饰板格栅固定到前饰板的夹子，然后从饰板上拆下格栅。图3.顶部图4.底部
松开 | 右除霜导管罩 | 仪表板支架 | 锁片 | 支架 | 拆下 | 导管罩,松开将右除霜导管罩固定到仪表板支架的锁片，然后从支架上拆下导管罩。
断开 | b柱下部区域 | 右车身线束连接器,断开b柱下部区域周围的右车身线束连接器。注4个连接器：右后车门线束、加速传感器和右座椅安全带。
安装 | 直列式电气线束连接器 | 左车身控制器模块 | 夹子 | 连接 | 电气连接器,安装将直列式电气线束连接器固定到左车身控制器模块的夹子，然后连接电气连接器。
安装 | 护罩排放软管 | 左车身控制器模块锁片 | 夹子,安装将护罩排放软管固定到左车身控制器模块锁片的夹子。
断开 | 母排高压电池直流输入总成连接器 | 电气线束,断开母排高压电池直流输入总成连接器上的电气线束。
安装 | 行李箱左饰板 | 夹子,安装行李箱左饰板的夹子注6个推拉式夹；新款车所用夹子的数量可能不同
充注 | 空调制冷剂 | 请参阅再充注,再充注空调制冷剂。请参阅再充注。
检查 | 左前下部 | 横向连杆 | 左万向节 | 螺母 | 扭矩 | 油性记号笔 | 标记 | 螺母 | 180nm,检查将左前下部横向连杆固定到左万向节的螺母的扭矩，然后用油性记号笔标记此螺母。180nm
测试夹具 | 压力调节器 | 设置 | 50psi,将测试夹具的压力调节器设置为50psi。
清洗器泵 | 断开 | 清洗器软管 | 清洗器储液罐 | 拆下 | 软管,从清洗器泵上断开清洗器软管，然后从清洗器储液罐上拆下软管。注旋转清洗器泵以便断开软管。
充电端口 | 高压电池线束支架 | 安装 | 车身 | 安装 | 支架 | 车身 | 螺栓 | 10nm,将充电端口至高压电池线束支架安装到车身，然后安装将支架固定到车身的螺栓。10nm
松开 | 前驱动单元逆变器入口软管 | 前驱动单元变速箱 | 外部 | 夹子,松开将前驱动单元逆变器入口软管固定到前驱动单元变速箱外部的夹子。图1.为清晰起见，隐藏了其他总成
使用 | 胶带 | 车身 | 标记 | 铰链 | 支座,使用胶带在车身上标记铰链的支座位置。
能量吸收器 | 前保险杠 | 放置,将配有能量吸收器的前保险杠放置在车上。
安装 | 左后 | 门槛饰板 | 请参阅饰板门槛板后左,安装左后门槛饰板。请参阅饰板门槛板后左。
座椅安全带 | 穿过 | 左c柱后侧饰板 | 拆下 | 饰板,将座椅安全带穿过左c柱后侧饰板，然后从车上拆下饰板。注从左c柱上拆下剩余的左c柱后部饰板夹，如果稍后需要安装左c柱后部饰板，则请从饰板上拆下全部夹子。
拆下 | 前控制器 | 12v电池支架横梁 | 螺栓,拆下将前控制器固定到12v电池支架横梁的螺栓。
断开 | 电气线束连接器 | 中前部 | 气囊传感器 | 连接,断开电气线束连接器与中前部气囊传感器的连接。
toolbox | 选择 | actions/autodiag | 搜索字段 | 输入 | epb | 点击 | proc_epbl_start#service#mode | play按钮 | 点击 | run | 点击 | proc_epbr_startservicemode | play按钮 | 点击 | run,在toolbox中：选择actions/autodiag。在搜索字段中输入epb。点击proc_epbl_start#service#mode旁边的play按钮，然后点击run。点击proc_epbr_startservicemode旁边的play按钮，然后点击run。
安装 | 左后 | 门槛板饰板 | 请参阅饰板门槛板后左,安装左后门槛板饰板。请参阅饰板门槛板后左。
拆下 | 仪表板线束接地线 | 正温度系数加热器 | 螺母,拆下将仪表板线束接地线固定到正温度系数加热器的螺母。
安装 | 直流输入总成 | 绝缘体,安装直流输入总成的绝缘体。
安装 | 第二排 | 座椅左下 | 安全带锚固件 | 车身 | 螺栓 | 30nm,安装将第二排座椅左下安全带锚固件固定到车身的新螺栓。30nm提示：推荐使用以下工具：15毫米套筒3英寸加长件
在助手的帮助下 | 高压电池 | 放置 | 车辆 | 底部,在助手的帮助下，将高压电池放置在车辆底部。
暖通空调电气连接器 | 连接 | 右车身控制器模块,将暖通空调电气连接器连接到右车身控制器模块。
拆下 | a柱左上部饰板,拆下a柱左上部饰板注3个夹子；拉动a柱上部内侧；扭动3个系带勾并拉出外壳，以便将其拆下；然后向上拉动a柱上部，以便将其拆下
对齐 | 左前 | 驱动单元半轴花键 | 左前 | 轮毂 | 安装 | 左前 | 转向节,对齐左前驱动单元半轴花键，然后将左前轮毂安装在左前转向节上。
左后 | 轮毂 | 拆下 | 轮毂千斤顶适配器,从左后轮毂上拆下轮毂千斤顶适配器。
拆下 | 前车牌 | 车牌架 | 螺钉 | 拆下 | 车牌,拆下将前车牌固定到车牌架的螺钉，然后拆下车牌。
左前 | 围篦板支架 | 安放 | 左前 | 翼子板 | 安装 | 支架 | 翼子板 | 夹子,将左前围篦板支架安放在新的左前翼子板上，然后安装将支架固定到翼子板的夹子。
松开 | 夹子 | 前驱动单元热交换器 | 断开 | 前驱动单元热交换器 | 超级瓶 | 超级歧管软管 | 塞住 | 两个 | 接头,松开夹子，从前驱动单元热交换器上断开前驱动单元热交换器至超级瓶/超级歧管软管，然后立即塞住两个接头。图11.加热泵款model3图12.model3
后移 | 左前 | 座椅,后移左前座椅
安装 | 左前 | 制动盘 | 轮毂 | 螺栓 | 5nm | 加热泵款model3 | 紧固 | 电气线束 | 刚扣紧的夹子 | 搭接 | 夹子,安装将左前制动盘固定到轮毂的螺栓。5nm加热泵款model3紧固将电气线束与刚扣紧的夹子搭接在一起的夹子。
超级歧管 | 压缩机 | 空调管路 | 放置 | 超级歧管 | 拧紧 | 空调管路 | 超级歧管 | 螺栓,将超级歧管至压缩机的空调管路放置在超级歧管上，然后用手拧紧将空调管路固定到超级歧管的螺栓。
继续此程序前 | 戴上 | 高压绝缘手套 | 皮质外用手套 | 护目镜,继续此程序前，请戴上高压绝缘手套、皮质外用手套和护目镜。
使用 | hioki电阻表 | 测量 | 负极直流输入母排 | 负极快充触点开关母排 | 高压接头 | 电阻,使用hioki电阻表测量负极直流输入母排与负极快充触点开关母排之间高压接头处的电阻。注最大可接受电阻值为0.060毫欧。如果电阻超过该值，请上报给服务工程部。
温度系统横梁电气线束 | 连接 | 动力总成泵 | 门槛软管冷却液温度传感器连接器,将温度系统横梁电气线束连接到动力总成泵至门槛软管冷却液温度传感器连接器。
如需换装新的配电盒罩 | 顺时针 | 转动 | 可调元件 | 配电盒罩 | 拆下,如需换装新的配电盒罩，可顺时针转动可调元件，将其从配电盒罩上拆下。
打开 | 冷却液再充注阀 | 冷却液排入系统,缓慢地打开冷却液再充注阀，使冷却液排入系统注在整个过程中，确保冷却液再充注软管的末端完全浸入
拆下 | 手套箱电磁线圈 | 手套箱 | 螺栓 | 手套箱 | 拆下 | 电磁线圈,拆下将手套箱电磁线圈固定到手套箱的螺栓，然后从手套箱上拆下电磁线圈。注电磁线圈柱塞以正确的角度进入连接杆中。
前部 | 内侧 | 外侧 | 区域 | 安装 | 座垫泡沫 | 座垫骨架 | 夹子,分别在前部、内侧和外侧区域，安装将座垫泡沫固定到座垫骨架的夹子。图8.为清晰起见，隐藏了其他总成
拆下 | 左后视镜 | 左前 | 车门 | 螺栓,拆下将左后视镜固定到左前车门的螺栓。警告仅使用手动工具拆卸或安装紧固件。请勿使用冲击或电动工具。注最前部的螺栓位于玻璃滑槽密封条下方。提示：推荐使用以下工具：10毫米套筒4英寸加长件
目标 | 粘贴 | 一条 | 红色胶带 | 胶带 | 顶部 | 地面 | 128厘米,在目标上粘贴一条红色胶带，使胶带的顶部距离地面128厘米。注目标上的棋盘格图案用于配备第一代autopilot自动辅助驾驶的车辆。粘贴胶带时忽略棋盘格图案。
拆下 | 连杆 | 前副框架 | 螺栓 | 螺母 | 副框架 | 万向节 | 拆下 | 连杆 | 115nm | 115nm,拆下将连杆固定到前副框架的螺栓和螺母，然后从副框架和万向节上拆下连杆。115nm115nm
安装 | 驾驶位座椅靠背饰板 | 座椅靠背泡沫 | 系带,安装将驾驶位座椅靠背饰板固定到座椅靠背泡沫的系带。
松开 | 低压和温度传感器线束 | 超级歧管顶部和后部 | 线束支座 | 连接,松开低压和温度传感器线束与超级歧管顶部和后部的线束支座的连接。提示：用一字螺丝刀松开线束。用电工胶带缠住顶部，以避免损坏线束。图11.超级歧管顶部的线束支座图12.超级歧管后部的线束支座
